CHAVE DOM	ZONA	DOMIC	NUM_FAM	TIPO_IMÓVEL	Nº_CÔMODOS	ESGOTO	AGUA	CONSUMO	RADIO	TV	MAQ_LAV	GELADEIR	CELULAR	TEL_FIXO	MICRO	MICRO_IN	MOTO	AUTO	QTE_FAM	TIPO_DOM	COND_MOR	TMP_CID	TMP_DOM	FAT_EXP DOM		
10-24-1	10	024	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	3	1	1	3	1	1	0	0	1	1	Particular	Própria	35	35	37,48		
10-26-1	10	026	1	Casa de alvenaria	5	Rede pública	Rede pública	70	0	1	1	1	2	1	1	1	0	1	1	Coletivo	Alugada	24	0	37,48		
10-27-1	10	027	1	Casa de alvenaria	6	Rede pública	Rede pública	38	2	1	1	1	2	0	1	1	0	0	1	Particular	Própria	45	27	37,48		
10-28-1	10	028	1	Casa de alvenaria	5	Rede pública	Rede pública	67	1	1	1	1	1	0	0	0	0	0	1	Particular	Cedida	58	45	37,48		
10-29-1	10	029	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	3	3	1	1	3	1	1	1	0	0	1	Particular	Própria	30	30	37,48		
10-31-1	10	031	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	3	1	1	2	1	2	1	0	1	1	Particular	Própria	33	33	37,48		
10-33-1	10	033	1	Casa de alvenaria	4	Rede pública	Rede pública	51	2	2	1	1	3	0	0	0	0	0	1	Particular	Alugada	1	1	37,48		
10-34-1	10	034	1	Casa de alvenaria	6	Rede pública	Rede pública	74	1	2	1	1	2	1	1	1	1	1	1	Particular	Própria	37	37	37,48		
10-37-1	10	037	1	Casa de alvenaria	6	Rede pública	Rede pública	130	2	2	1	1	3	0	0	0	0	1	1	Particular	Alugada	18	2	37,48		
10-38-1	10	038	1	Casa de alvenaria	6	Rede pública	Rede pública	120	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	34	5	37,48		
10-39-1	10	039	1	Casa de alvenaria	7	Rede pública	Rede pública	211	2	2	1	1	3	1	0	0	0	0	1	Particular	Própria	50	48	37,48		
10-40-1	10	040	1	Casa de alvenaria	6	Rede pública	Rede pública	60	1	2	1	1	3	0	1	1	0	1	1	Particular	Própria	38	15	37,48		
10-42-1	10	042	1	Casa de alvenaria	6	Rede pública	Rede pública	100	2	2	1	1	2	1	1	1	0	1	1	Particular	Própria	7	7	37,48		
10-43-1	10	043	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	1	0	1	0	0	0	0	0	1	1	Particular	Própria	45	40	37,48		
10-46-1	10	046	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	1	1	1	4	1	0	0	0	2	1	Particular	Própria	38	38	37,48		
10-47-1	10	047	1	Casa de alvenaria	5	Rede pública	Rede pública	156	0	1	1	1	3	1	2	2	0	2	1	Particular	Própria	46	31	37,48		
10-49-1	10	049	1	Casa de alvenaria	5	Rede pública	Rede pública	30	1	2	1	1	3	0	1	1	0	0	1	Particular	Alugada	40	11	37,48		
10-50-1	10	050	1	Casa de alvenaria	7	Rede pública	Rede pública	200	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	72	41	37,48		
10-51-1	10	051	1	Casa de alvenaria	3	Rede pública	Rede pública	17	1	2	0	1	2	1	1	0	0	0	1	Particular	Cedida	25	5	37,48		
10-53-1	10	053	1	Casa de alvenaria	5	Rede pública	Rede pública	45	1	2	1	1	3	1	0	0	0	1	1	Particular	Própria	42	32	37,48		
10-55-1	10	055	1	Casa de alvenaria	9	Rede pública	Rede pública	76	3	3	1	1	1	1	0	0	0	1	1	Particular	Própria	45	45	37,48		
10-56-1	10	056	1	Casa de alvenaria	9	Rede pública	Rede pública	60	1	4	0	1	2	1	0	0	0	1	1	Particular	Própria	45	22	37,48		
10-57-1	10	057	1	Casa de alvenaria	4	Rede pública	Rede pública	NI	1	1	1	1	0	0	0	0	0	0	1	Particular	Própria	35	30	37,48		
10-58-1	10	058	1	Casa de alvenaria	7	Rede pública	Rede pública	35	3	1	1	1	2	0	0	0	0	1	1	Particular	Própria	15	1	37,48		
10-59-1	10	059	1	Casa de alvenaria	5	Rede pública	Rede pública	69	0	1	1	1	1	1	1	1	0	0	1	Particular	Alugada	36	11	37,48		
10-60-1	10	060	1	Casa de alvenaria	3	Rede pública	Rede pública	69	4	2	1	1	4	0	0	0	0	1	1	Particular	Própria	30	30	37,48		
10-61-1	10	061	1	Casa de alvenaria	4	Rede pública	Rede pública	70	3	3	2	0	0	0	0	0	1	0	1	Particular	Própria	25	25	37,48		
10-62-1	10	062	1	Apartamento	5	Rede pública	Rede pública	100	1	1	1	1	1	1	1	1	1	1	1	Particular	Própria	52	40	37,48		
10-63-1	10	063	1	Casa de alvenaria	5	Rede pública	Rede pública	45	1	0	1	1	1	1	0	0	0	1	1	Particular	Própria	41	39	37,48		
10-67-1	10	067	1	Casa de alvenaria	4	Rede pública	Rede pública	25	0	0	1	1	1	0	0	0	0	0	1	Particular	Própria	38	33	37,48		
10-69-1	10	069	1	Casa de alvenaria	4	Não tem	Rede pública	68	1	1	1	1	4	1	1	1	0	1	1	Particular	Própria	0	0	37,48		
10-70-1	10	070	1	Casa de alvenaria	5	Rede pública	Rede pública	77	1	2	1	1	2	1	0	0	0	1	1	Particular	Própria	30	28	37,48		
10-71-1	10	071	1	Prédio Com./Res.	5	Rede pública	Rede pública	186	1	2	0	2	2	1	1	1	0	2	1	Particular	Própria	22	17	37,48		
10-72-1	10	072	1	Casa de alvenaria	6	Rede pública	Rede pública	170	1	2	1	1	4	1	1	1	0	3	1	Particular	Própria	56	26	37,48		
10-73-1	10	073	1	Casa de alvenaria	7	Rede pública	Rede pública	55	1	2	0	1	2	0	0	0	1	1	1	Particular	Própria	15	15	37,48		
10-74-1	10	074	1	Casa de alvenaria	5	Rede pública	Rede pública	45	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	28	20	37,48		
10-75-1	10	075	1	Casa de alvenaria	5	Rede pública	Rede pública	60	2	1	1	1	1	1	0	0	0	1	1	Particular	Própria	60	25	37,48		
10-76-1	10	076	1	Casa de alvenaria	8	Rede pública	Rede pública	85	1	2	1	1	1	1	0	0	0	1	1	Particular	Própria	40	30	37,48		
10-77-1	10	077	1	Casa de alvenaria	6	Rede pública	Rede pública	96	1	1	1	1	3	1	1	1	0	0	1	Particular	Alugada	8	7	37,48		
10-78-1	10	078	1	Casa de alvenaria	5	Rede pública	Rede pública	53	2	1	1	1	1	1	1	1	0	1	1	Particular	Própria	23	8	37,48		
10-79-1	10	079	1	Apartamento	5	Rede pública	Rede pública	100	1	1	1	1	2	0	0	0	0	0	1	Particular	Própria	38	37	37,48		
10-80-1	10	080	1	Casa de alvenaria	4	Rede pública	Rede pública	56	4	1	1	1	4	0	1	0	1	1	1	Particular	Alugada	32	3	37,48		
10-81-1	10	081	1	Casa de alvenaria	3	Não sabe	Rede pública	NI	4	2	0	1	3	1	1	1	0	1	1	Particular	Própria	30	7	37,48		
10-85-1	10	085	1	Casa de alvenaria	5	Rede pública	Rede pública	150	2	1	1	1	5	0	1	1	0	1	1	Particular	Alugada	14	2	37,48		
10-86-1	10	086	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	1	1	1	2	1	1	1	1	1	1	Particular	Própria	32	1	37,48		
10-88-1	10	088	1	Casa de alvenaria	5	Rede pública	Rede pública	110	4	2	1	1	4	1	1	1	0	1	1	Particular	Própria	22	12	37,48		
10-89-1	10	089	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	2	1	1	1	0	1	1	1	0	1	Particular	Alugada	11	9	37,48		
10-93-1	10	093	1	Casa de alvenaria	8	Rede pública	Rede pública	118	3	3	1	1	2	1	1	1	0	2	1	Particular	Própria	35	35	37,48		
10-94-1	10	094	1	Casa de alvenaria	5	Rede pública	Rede pública	46	1	1	1	1	0	1	0	0	0	1	1	Particular	Própria	50	14	37,48		
10-95-1	10	095	1	Apartamento	5	Rede pública	Rede pública	30	1	1	0	1	1	0	0	0	0	1	1	Particular	Alugada	11	0	37,48		
10-97-1	10	097	1	Casa de alvenaria	3	Rede pública	Rede pública	70	1	1	1	1	3	0	1	1	0	1	1	Particular	Alugada	20	1	37,48		
10-100-1	10	100	1	Casa de alvenaria	5	Rede pública	Rede pública	80	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	25	25	37,48		
10-111-1	10	111	1	Casa de alvenaria	4	Rede pública	Rede pública	110	5	3	1	1	5	1	1	1	0	1	1	Particular	Própria	26	26	37,48		
10-112-1	10	112	1	Casa de alvenaria	5	Rede pública	Rede pública	80	0	3	1	1	2	0	1	1	0	0	1	Coletivo	Própria	4	1	37,48		
10-113-1	10	113	1	Casa de alvenaria	4	Rede pública	Rede pública	58	1	1	1	1	1	0	0	0	0	0	1	Particular	Alugada	27	3	37,48		
10-117-1	10	117	1	Casa de alvenaria	7	Rede pública	Rede pública	97	5	2	1	1	4	0	1	1	1	1	1	Particular	Própria	36	2	37,48		
10-123-1	10	123	1	Casa de alvenaria	7	Rede pública	Rede pública	102	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	38	38	37,48		
10-125-1	10	125	1	Casa de alvenaria	5	Rede pública	Rede pública	130	1	2	1	1	4	0	1	1	0	0	1	Particular	Própria	12	12	37,48		
10-126-1	10	126	1	Casa de alvenaria	6	Rede pública	Rede pública	54	1	1	0	1	0	0	0	0	0	1	1	Particular	Própria	40	40	37,48		
10-127-1	10	127	1	Casa de alvenaria	5	Rede pública	Rede pública	115	1	1	1	1	3	1	1	1	0	1	1	Particular	Própria	43	43	37,48		
10-128-1	10	128	1	Casa de alvenaria	6	Rede pública	Rede pública	175	1	3	1	1	4	1	3	2	2	0	1	Particular	Própria	48	41	37,48		
10-129-1	10	129	1	Casa de alvenaria	5	Rede pública	Rede pública	110	0	1	1	1	0	0	0	0	0	0	1	Particular	Própria	40	40	37,48		
10-130-1	10	130	1	Casa de alvenaria	6	Rede pública	Rede pública	40	1	1	4	1	1	0	0	0	0	0	1	Particular	Própria	48	42	37,48		
10-134-1	10	134	1	Casa de alvenaria	7	Rede pública	Rede pública	140	1	1	0	1	2	0	0	0	0	0	1	Particular	Própria	40	40	37,48		
10-140-1	10	140	1	Casa de alvenaria	5	Rede pública	Rede pública	63	1	1	0	1	1	1	0	0	0	0	1	Particular	Cedida	24	24	37,48		
10-141-1	10	141	1	Casa de alvenaria	4	Rede pública	Rede pública	78	3	2	1	1	0	1	0	0	0	1	1	Particular	Própria	52	33	37,48		
10-142-1	10	142	1	Casa de alvenaria	12	Rede pública	Rede pública	66	2	3	2	1	1	1	0	0	0	2	1	Particular	Própria	47	17	37,48		
10-144-1	10	144	1	Casa de alvenaria	8	Rede pública	Rede pública	130	1	4	1	1	3	0	1	0	0	2	1	Particular	Própria	54	27	37,48		
11-2-1	11	002	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	3	1	1	3	1	3	3	1	1	1	Particular	Cedida	1	1	10,35		
11-3-1	11	003	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	1	1	1	1	1	1	2	1	1	1	Particular	Cedida	0	0	10,35		
11-5-1	11	005	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	3	1	1	3	1	3	3	1	1	1	Particular	Cedida	3	3	10,35		
11-6-1	11	006	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	2	1	1	2	1	3	3	0	2	1	Coletivo	Cedida	1	1	10,35		
11-8-1	11	008	1	Casa de alvenaria	7	Rede pública	Rede pública	120	1	2	1	1	3	1	3	3	0	1	1	Particular	Cedida	42	12	10,35		
11-9-1	11	009	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	1	1	1	1	1	1	1	0	0	1	Particular	Cedida	12	0	10,35		
11-11-1	11	011	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	0	2	1	1	2	1	1	1	0	1	1	Particular	Cedida	28	20	10,35		
11-14-1	11	014	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	3	1	1	2	2	1	1	0	1	1	Particular	Cedida	48	18	10,35		
11-18-1	11	018	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	2	1	1	3	1	3	3	0	1	1	Particular	Cedida	10	10	10,35		
11-19-1	11	019	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	2	3	1	1	0	1	1	1	0	2	1	Particular	Cedida	9	9	10,35		
11-21-1	11	021	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Cedida	12	12	10,35		
11-22-1	11	022	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	2	1	1	1	2	1	1	1	0	1	1	Particular	Cedida	20	16	10,35		
11-23-1	11	023	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	1	1	1	1	1	1	1	0	0	1	1	Particular	Cedida	30	5	10,35		
11-24-1	11	024	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	0	2	1	1	1	1	1	1	0	1	1	Particular	Cedida	3	2	10,35		
11-29-1	11	029	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	1	2	1	1	3	1	2	2	0	1	1	Particular	Cedida	50	18	10,35		
11-30-1	11	030	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	1	1	1	2	1	1	1	0	1	1	Particular	Cedida	2	2	10,35		
11-31-1	11	031	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	3	1	1	2	1	1	1	0	1	1	Particular	Cedida	3	0	10,35		
11-33-1	11	033	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	0	3	1	1	4	1	2	2	0	1	1	Particular	Cedida	2	2	10,35		
11-34-1	11	034	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	3	1	1	3	1	1	1	0	1	1	Particular	Cedida	6	6	10,35		
11-35-1	11	035	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	0	2	1	1	2	2	1	1	0	1	1	Particular	Cedida	4	3	10,35		
11-36-1	11	036	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	0	1	0	1	4	0	4	4	0	0	1	Coletivo	Cedida	1	1	10,35		
11-37-1	11	037	1	Apartamento	6	Rede pública	Rede pública	NI	0	1	1	1	2	1	2	2	0	1	1	Particular	Cedida	6	6	10,35		
11-39-1	11	039	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	2	1	1	3	3	3	3	0	2	1	Particular	Cedida	11	4	10,35		
11-40-1	11	040	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	3	1	1	3	2	1	1	0	2	1	Particular	Cedida	19	8	10,35		
11-41-1	11	041	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	0	3	1	1	3	1	5	5	0	2	1	Particular	Cedida	24	21	10,35		
11-44-1	11	044	1	Casa de alvenaria	8	Rede pública	Rede pública	NI	2	4	1	2	5	1	4	4	0	1	1	Particular	Cedida	10	10	10,35		
11-45-1	11	045	1	Casa de alvenaria	8	Rede pública	Rede pública	NI	1	1	1	1	1	1	1	1	0	2	1	Particular	Cedida	45	9	10,35		
11-46-1	11	046	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	3	1	1	4	1	1	1	0	0	1	Particular	Cedida	60	5	10,35		
11-49-1	11	049	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	3	1	1	2	1	1	1	0	2	1	Particular	Cedida	2	2	10,35		
11-50-1	11	050	1	Casa de alvenaria	13	Rede pública	Rede pública	NI	1	1	1	1	3	1	1	1	1	2	1	Particular	Cedida	8	3	10,35		
11-53-1	11	053	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	3	1	1	2	2	2	2	0	2	1	Particular	Cedida	7	3	10,35		
11-54-1	11	054	1	Casa de alvenaria	8	Rede pública	Rede pública	NI	0	3	1	1	4	1	1	1	0	2	1	Particular	Cedida	38	6	10,35		
11-56-1	11	056	1	Casa de alvenaria	10	Rede pública	Rede pública	1	2	2	2	1	4	1	2	2	0	2	1	Particular	Cedida	26	1	10,35		
11-60-1	11	060	1	Casa de alvenaria	10	Rede pública	Rede pública	150	3	2	1	1	6	1	1	1	0	2	1	Particular	Cedida	6	5	10,35		
11-63-1	11	063	1	Apartamento	9	Rede pública	Rede pública	100	1	2	1	1	2	1	1	1	0	2	1	Particular	Alugada	0	0	10,35		
11-64-1	11	064	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	3	1	1	3	1	1	1	0	1	1	Particular	Cedida	4	4	10,35		
11-66-1	11	066	1	Casa de alvenaria	10	Rede pública	Rede pública	100	2	2	1	1	2	2	2	2	0	2	1	Particular	Cedida	38	8	10,35		
11-67-1	11	067	1	Casa de alvenaria	11	Rede pública	Rede pública	NI	1	3	1	1	3	1	3	3	1	1	1	Particular	Cedida	6	4	10,35		
11-68-1	11	068	1	Casa de alvenaria	9	Rede pública	Rede pública	60	1	1	1	1	2	1	1	1	0	0	1	Particular	Cedida	1	1	10,35		
11-70-1	11	070	1	Casa de alvenaria	9	Rede pública	Rede pública	60	1	3	1	1	3	1	3	3	0	1	1	Particular	Cedida	6	6	10,35		
11-73-1	11	073	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	3	1	1	4	2	4	4	0	2	1	Particular	Cedida	8	7	10,35		
11-74-1	11	074	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	0	4	1	1	4	2	3	3	0	2	1	Particular	Cedida	53	21	10,35		
11-76-1	11	076	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	2	1	1	1	1	1	1	0	0	1	Particular	Cedida	15	15	10,35		
11-77-1	11	077	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	2	1	1	3	2	1	1	0	1	1	Particular	Cedida	1	0	10,35		
11-78-1	11	078	1	Casa de alvenaria	8	Rede pública	Rede pública	NI	1	4	1	1	4	2	1	1	1	1	1	Particular	Cedida	17	11	10,35		
11-79-1	11	079	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	1	1	1	1	2	0	2	2	1	1	1	Particular	Cedida	16	5	10,35		
11-80-1	11	080	1	Casa de alvenaria	11	Rede pública	Rede pública	NI	2	2	1	1	2	2	2	2	0	1	1	Particular	Cedida	11	2	10,35		
11-81-1	11	081	1	Casa de alvenaria	8	Rede pública	Rede pública	NI	1	2	1	1	2	1	2	2	1	2	1	Particular	Cedida	15	7	10,35		
11-82-1	11	082	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	2	1	1	3	1	1	1	1	1	1	Particular	Cedida	21	16	10,35		
11-83-1	11	083	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Cedida	30	10	10,35		
11-84-1	11	084	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	2	2	1	5	2	3	2	0	2	1	Particular	Cedida	2	2	10,35		
11-86-1	11	086	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	2	1	1	3	2	2	2	0	2	1	Particular	Cedida	5	5	10,35		
11-87-1	11	087	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	2	1	1	2	1	2	2	0	1	1	Particular	Cedida	8	2	10,35		
11-88-1	11	088	1	Apartamento	9	Rede pública	Rede pública	NI	1	3	1	1	4	2	3	3	0	1	1	Particular	Cedida	47	37	10,35		
11-89-1	11	089	1	Apartamento	11	Rede pública	Rede pública	NI	0	2	1	1	2	1	2	2	1	1	1	Particular	Cedida	6	4	10,35		
11-91-1	11	091	1	Apartamento	12	Rede pública	Rede pública	NI	2	2	1	1	2	1	2	2	1	1	1	Particular	Cedida	1	1	10,35		
11-92-1	11	092	1	Apartamento	11	Rede pública	Rede pública	NI	1	2	1	1	2	1	2	2	0	1	1	Particular	Cedida	1	1	10,35		
11-128-1	11	128	1	Casa de alvenaria	8	Rede pública	Rede pública	NI	1	2	1	1	3	1	2	2	0	2	1	Particular	Cedida	30	7	10,35		
11-149-1	11	149	1	Casa de alvenaria	12	Rede pública	Rede pública	NI	1	2	1	1	2	1	2	2	0	1	1	Particular	Cedida	9	2	10,35		
11-151-1	11	151	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	0	3	1	1	4	1	3	3	0	1	1	Particular	Cedida	11	2	10,35		
11-152-1	11	152	1	Casa de alvenaria	11	Rede pública	Rede pública	NI	1	4	1	1	4	1	2	1	0	1	1	Particular	Cedida	6	3	10,35		
11-153-1	11	153	1	Casa de alvenaria	11	Rede pública	Rede pública	NI	1	3	1	1	4	1	2	2	0	1	1	Particular	Cedida	6	6	10,35		
11-156-1	11	156	1	Apartamento	16	Rede pública	Rede pública	NI	1	5	1	1	4	1	1	1	1	1	1	Particular	Cedida	16	0	10,35		
11-158-1	11	158	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	3	1	1	2	0	1	1	0	1	1	Particular	Cedida	13	13	10,35		
11-159-1	11	159	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	4	1	1	2	1	1	1	0	2	1	Particular	Cedida	2	1	10,35		
11-161-1	11	161	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	1	1	1	5	1	4	4	0	1	1	Particular	Cedida	12	2	10,35		
11-162-1	11	162	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	3	1	1	4	1	3	3	0	1	1	Particular	Cedida	12	11	10,35		
11-163-1	11	163	1	Casa de alvenaria	10	Rede pública	Rede pública	NI	1	3	1	1	2	1	1	1	1	1	1	Particular	Cedida	14	14	10,35		
12-4-1	12	004	1	Casa de alvenaria	6	Rede pública	Rede pública	104	0	1	1	1	1	1	1	0	0	0	1	Particular	Própria	60	20	24,35		
12-7-1	12	007	1	Casa de alvenaria	8	Rede pública	Rede pública	138	1	2	1	1	2	1	1	1	0	3	1	Particular	Própria	38	35	24,35		
12-8-1	12	008	1	Casa de alvenaria	6	Rede pública	Rede pública	73	1	1	1	1	0	1	0	0	0	1	1	Particular	Própria	74	35	24,35		
12-9-1	12	009	1	Casa de alvenaria	7	Rede pública	Rede pública	112	1	1	1	1	1	1	2	2	0	2	1	Particular	Alugada	33	2	24,35		
12-10-1	12	010	1	Casa de alvenaria	6	Rede pública	Rede pública	65	1	1	1	1	4	1	1	1	0	3	1	Particular	Própria	38	38	24,35		
12-11-1	12	011	1	Apartamento	6	Rede pública	Rede pública	80	1	1	1	1	2	1	0	0	1	2	1	Particular	Própria	39	39	24,35		
12-15-1	12	015	1	Apartamento	5	Rede pública	Rede pública	115	1	1	1	1	1	1	0	1	0	1	1	Particular	Própria	54	20	24,35		
12-16-1	12	016	1	Casa de alvenaria	4	Rede pública	Rede pública	100	1	1	0	1	3	1	1	1	0	1	1	Particular	Alugada	30	2	24,35		
12-17-1	12	017	1	Casa de alvenaria	5	Rede pública	Rede pública	81	1	1	1	1	1	0	0	1	0	0	1	Particular	Própria	48	14	24,35		
12-19-1	12	019	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	2	3	1	1	0	1	0	0	0	1	1	Particular	Própria	60	45	24,35		
12-20-1	12	020	1	Casa de alvenaria	4	Rede pública	Rede pública	102	1	1	0	1	1	0	0	0	0	0	1	Particular	Alugada	58	10	24,35		
12-21-1	12	021	1	Casa de alvenaria	8	Rede pública	Rede pública	148	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	45	45	24,35		
12-24-1	12	024	1	Casa de alvenaria	5	Rede pública	Rede pública	50	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	50	50	24,35		
12-26-1	12	026	1	Casa de alvenaria	6	Rede pública	Rede pública	50	1	1	1	1	1	1	0	0	1	1	1	Particular	Própria	38	38	24,35		
12-27-1	12	027	1	Apartamento	5	Rede pública	Rede pública	93	0	1	1	1	2	2	1	0	0	2	1	Particular	Própria	56	11	24,35		
12-28-1	12	028	1	Casa de alvenaria	5	Rede pública	Rede pública	90	1	2	1	1	2	1	1	1	1	1	1	Particular	Alugada	11	6	24,35		
12-29-1	12	029	1	Casa de alvenaria	5	Rede pública	Rede pública	140	4	2	1	2	5	0	0	0	1	1	1	Particular	Alugada	10	1	24,35		
12-30-1	12	030	1	Casa de alvenaria	5	Rede pública	Rede pública	200	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	30	18	24,35		
12-31-1	12	031	1	Casa de alvenaria	5	Rede pública	Rede pública	160	5	2	2	1	5	1	2	0	0	3	1	Particular	Própria	70	35	24,35		
12-32-1	12	032	1	Casa de alvenaria	3	Rede pública	Rede pública	40	1	1	1	1	1	0	1	0	1	1	1	Coletivo	Alugada	11	0	24,35		
12-34-1	12	034	1	Apartamento	7	Rede pública	Rede pública	80	1	1	1	1	2	1	0	0	0	1	1	Particular	Alugada	40	40	24,35		
12-35-1	12	035	1	Casa de alvenaria	7	Rede pública	Rede pública	15	1	2	2	1	2	0	1	0	0	0	1	Particular	Própria	62	46	24,35		
12-36-1	12	036	1	Casa de alvenaria	5	Rede pública	Rede pública	65	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	42	23	24,35		
12-37-1	12	037	1	Casa de alvenaria	4	Rede pública	Rede pública	60	1	1	0	1	1	0	0	0	0	1	1	Particular	Alugada	15	12	24,35		
12-39-1	12	039	1	Apartamento	4	Rede pública	Rede pública	57	1	1	1	1	4	0	0	0	0	0	1	Particular	Alugada	34	0	24,35		
12-42-1	12	042	1	Casa de alvenaria	6	Rede pública	Rede pública	105	1	4	1	1	5	1	1	1	1	1	1	Particular	Própria	47	27	24,35		
12-45-1	12	045	1	Casa de alvenaria	4	Rede pública	Rede pública	43	1	1	1	1	1	1	0	0	0	0	1	Particular	Alugada	6	6	24,35		
12-48-1	12	048	1	Casa de alvenaria	5	Rede pública	Rede pública	44	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	37	0	24,35		
12-49-1	12	049	1	Casa de alvenaria	5	Rede pública	Rede pública	68	1	5	1	1	4	0	2	0	1	1	1	Particular	Própria	10	2	24,35		
12-55-1	12	055	1	Casa de alvenaria	2	Rede pública	Rede pública	127	1	1	0	2	3	0	0	0	0	0	1	Particular	Própria	35	35	24,35		
12-56-1	12	056	1	Casa de alvenaria	6	Rede pública	Rede pública	150	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	20	14	24,35		
12-57-1	12	057	1	Casa de alvenaria	9	Rede pública	Rede pública	79	1	3	1	1	5	1	1	1	1	1	1	Particular	Própria	42	10	24,35		
12-58-1	12	058	1	Casa de alvenaria	5	Rede pública	Rede pública	146	1	1	0	1	2	1	1	1	0	1	1	Particular	Própria	41	41	24,35		
12-59-1	12	059	1	Casa de alvenaria	3	Rede pública	Rede pública	40	1	1	0	1	2	0	0	0	0	1	1	Particular	Alugada	19	0	24,35		
12-61-1	12	061	1	Apartamento	3	Rede pública	Rede pública	35	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	70	45	24,35		
12-62-1	12	062	1	Casa de alvenaria	7	Rede pública	Rede pública	116	1	2	1	1	4	0	1	0	1	1	1	Particular	Própria	5	5	24,35		
12-63-1	12	063	1	Casa de alvenaria	10	Rede pública	Rede pública	91	3	3	1	1	1	1	1	1	1	1	1	Particular	Própria	42	38	24,35		
12-64-1	12	064	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	2	0	1	2	0	0	0	0	0	1	Particular	Própria	51	37	24,35		
12-66-1	12	066	1	Casa de alvenaria	6	Rede pública	Rede pública	138	0	1	1	1	0	1	0	0	0	0	1	Particular	Própria	43	43	24,35		
12-74-1	12	074	1	Casa de alvenaria	3	Rede pública	Rede pública	26	1	1	1	1	2	0	0	0	1	2	1	Particular	Alugada	25	3	24,35		
12-75-1	12	075	1	Apartamento	5	Rede pública	Rede pública	NI	1	1	1	1	2	0	0	0	0	1	1	Particular	Própria	1	1	24,35		
